"tip_amount,""trip_distance"",""passenger_count"""
2.06,0.9,1
2.05,0.8,2
2.05,1.3,1
3.36,2.77,1
3.45,2.4,1
10.7,8.5,1
2.55,1.0,1
1.85,0.7,1
1.03,0.7,1
2.96,2.41,1
1.95,0.7,1
2.36,1.2,2
1.55,0.4,1
1.76,0.5,1
2.15,1.0,1
1.0,1.7,1
2.13,4.0,1
3.2,0.9,1
13.66,19.34,1
10.32,8.17,1
1.96,0.85,2
2.66,1.74,1
15.0,14.47,2
15.0,18.12,2
1.86,0.78,1
1.86,0.66,1
3.85,3.1,2
1.25,1.63,1
2.16,1.02,1
2.0,0.83,1
3.76,2.88,1
1.2,3.77,1
3.54,1.02,1
2.56,1.43,1
25.05,27.0,1
7.08,10.65,1
8.26,9.54,5
2.16,1.06,2
3.08,1.39,2
10.0,18.8,1
3.26,2.4,1
1.0,1.92,1
1.54,1.15,1
3.06,1.99,1
4.0,3.78,1
1.0,0.49,1
2.26,0.92,1
2.66,1.2,1
2.86,2.05,1
1.45,0.3,1
1.5,1.5,1
2.96,1.31,5
4.32,2.78,5
4.66,5.32,3
1.0,1.03,3
2.45,0.87,4
19.78,18.14,1
2.0,1.4,1
1.86,0.62,2
5.0,13.3,0
8.45,10.3,0
3.05,2.0,1
1.95,0.7,1
2.7,0.8,1
1.0,1.51,1
2.0,1.58,2
3.26,2.53,2
2.26,1.45,1
3.46,2.87,2
2.0,2.56,1
2.26,1.18,2
1.0,1.0,1
4.75,6.0,1
4.08,2.32,3
4.06,2.75,2
2.76,1.99,1
4.06,3.3,1
2.55,1.4,1
2.3,0.4,2
1.0,1.2,1
2.15,1.0,1
2.75,2.3,1
4.05,3.4,1
2.0,2.33,1
3.55,2.5,1
1.65,0.5,1
2.0,0.4,1
2.2,0.5,2
1.5,0.74,1
13.18,17.96,2
2.05,1.1,1
8.98,10.65,1
2.95,1.03,1
4.66,3.58,1
1.75,0.4,2
8.98,10.66,1
2.96,2.23,4
2.56,1.72,4
1.0,0.58,1
1.96,0.71,1
2.86,1.91,1
2.85,2.5,1
3.06,2.74,2
2.56,1.06,1
4.56,4.96,1
1.0,1.3,1
1.86,0.78,3
2.26,1.03,3
2.96,1.56,4
4.36,3.45,1
5.36,5.25,2
5.7,5.8,1
3.0,4.7,1
12.65,15.9,1
7.45,8.1,0
1.0,1.3,2
3.2,1.2,1
1.0,1.0,1
2.55,1.2,1
0.85,0.5,1
3.85,3.8,1
8.06,12.0,2
3.75,3.1,1
1.47,0.7,1
1.66,0.5,1
3.35,1.9,0
1.5,2.2,2
8.76,10.31,1
2.16,1.59,1
3.96,2.75,4
5.35,4.4,1
3.0,1.6,1
13.15,18.3,1
1.5,0.5,2
1.62,1.0,2
3.05,0.7,0
3.65,4.3,0
2.05,1.0,0
15.0,17.92,1
13.15,16.7,1
2.05,0.6,1
1.85,0.6,1
1.0,1.72,1
5.0,11.02,1
4.46,3.1,5
2.66,0.86,6
2.7,1.3,2
2.46,0.88,1
2.76,2.04,1
2.56,1.61,1
7.0,9.0,4
3.46,2.32,1
1.68,2.21,1
3.06,2.41,1
1.5,0.72,1
2.26,1.22,1
1.0,0.37,1
4.1,3.45,1
1.66,0.49,1
3.7,1.9,1
2.56,1.4,1
2.8,1.3,1
3.95,4.5,1
7.0,10.5,1
2.0,1.4,1
2.07,2.1,4
1.5,2.65,1
2.36,1.17,1
2.58,1.27,1
13.18,18.71,1
1.96,0.72,1
2.06,1.04,1
2.03,1.28,1
7.0,9.65,1
3.2,1.4,1
1.95,0.5,1
2.75,2.4,1
10.78,13.01,1
1.86,0.9,1
1.92,1.47,3
2.46,1.48,3
13.15,14.1,1
1.95,0.88,1
1.96,0.94,1
3.0,2.38,1
5.15,4.6,3
1.92,1.4,2
2.08,0.54,5
1.25,0.55,1
2.26,1.51,1
2.0,2.19,1
2.0,7.26,1
5.16,5.71,1
1.6,2.0,1
1.5,1.1,1
9.18,9.83,1
3.25,2.5,1
1.5,0.9,1
1.0,2.9,2
2.45,1.0,1
2.85,1.7,2
2.85,2.1,1
1.65,0.7,1
3.55,1.6,1
10.0,18.7,2
2.86,1.6,2
4.86,3.87,1
2.86,1.29,1
2.86,2.02,1
6.0,17.96,1
2.16,0.69,1
2.82,1.45,1
2.45,1.4,1
3.0,3.28,1
2.86,2.23,1
2.56,1.73,1
3.34,2.78,2
4.3,2.4,1
2.0,0.92,1
2.26,1.03,1
2.85,1.1,1
1.66,0.52,1
5.32,2.87,1
3.16,2.65,1
3.08,1.33,1
1.0,0.42,1
1.0,0.94,1
4.7,3.22,1
2.06,0.8,5
1.4,0.75,5
2.79,0.92,5
2.36,1.31,5
1.0,0.91,5
1.5,1.33,1
2.86,1.13,1
1.0,0.9,1
4.45,3.1,2
14.4,13.5,1
1.95,0.9,1
1.75,0.6,1
1.3,1.3,1
7.86,9.19,1
6.66,4.45,6
16.48,17.21,1
5.0,8.44,1
1.85,1.2,1
0.88,0.58,2
2.56,1.62,5
1.0,0.71,2
8.46,11.18,2
2.49,0.49,1
1.84,1.18,1
4.26,3.72,1
1.5,3.03,1
2.06,0.67,1
2.0,1.5,1
3.15,2.0,1
8.0,20.6,1
9.06,14.47,1
3.82,1.07,1
2.66,0.64,1
2.15,0.7,2
2.59,13.7,1
2.26,1.51,1
2.32,0.81,2
2.26,0.85,1
3.56,3.14,1
2.16,1.33,1
2.06,1.42,1
1.66,0.46,5
1.65,0.5,2
1.96,0.14,1
1.0,1.46,2
3.54,1.91,1
1.0,1.55,1
1.0,0.6,1
1.85,1.5,1
3.86,2.34,1
2.36,1.39,1
2.66,1.39,1
2.36,1.06,1
2.0,1.56,1
2.86,1.71,3
2.86,1.25,3
2.8,0.9,1
2.0,0.2,1
5.55,6.1,1
3.25,2.5,1
2.25,1.2,1
2.46,1.25,2
2.16,1.18,2
2.44,2.71,1
2.86,1.86,1
2.0,2.99,1
2.82,4.1,1
2.0,1.4,1
2.15,1.3,1
3.15,2.2,1
4.85,5.0,1
2.15,0.9,1
0.75,0.8,1
3.0,0.9,1
4.29,1.81,1
2.95,2.4,1
1.9,1.2,2
3.06,2.4,1
3.55,1.2,1
0.5,0.7,1
3.26,2.35,1
2.16,1.07,2
2.26,1.54,2
3.24,0.98,1
1.0,1.57,1
2.0,1.2,1
0.98,0.9,1
1.0,0.7,1
17.1,16.6,1
1.86,0.63,2
2.96,2.33,2
2.56,0.98,2
2.06,1.06,1
2.76,0.61,1
1.0,4.53,1
2.16,1.23,1
2.65,1.1,3
2.5,2.6,1
1.8,0.4,2
4.25,2.1,1
1.95,0.36,5
5.86,6.09,5
2.22,2.0,1
2.05,0.8,1
2.26,0.84,1
3.08,1.08,2
1.0,1.3,1
2.06,0.88,1
2.96,2.13,1
1.7,2.22,2
0.7,1.06,2
2.66,1.69,2
2.86,1.86,2
2.56,1.6,1
2.0,1.9,1
3.26,2.57,1
5.95,4.85,1
4.95,4.9,2
1.56,0.4,1
1.85,0.8,1
1.55,0.9,1
3.25,2.0,1
2.16,0.9,1
1.0,1.12,2
1.1,0.1,1
2.82,1.27,3
2.06,1.05,3
2.49,0.54,1
3.06,2.24,1
2.15,1.3,1
2.2,1.3,2
2.75,1.8,1
1.7,0.59,1
3.86,2.86,1
1.0,1.29,4
0.65,0.4,1
2.35,1.3,2
1.85,0.7,1
1.76,0.79,2
2.86,1.77,3
2.56,1.57,1
1.0,1.61,4
10.6,9.77,2
4.58,3.07,1
7.95,9.7,1
4.16,4.36,1
13.18,16.6,1
7.75,9.5,0
7.75,12.0,2
1.86,0.81,3
3.56,2.69,3
1.0,0.97,3
4.1,4.9,1
10.75,10.2,2
4.0,4.59,5
0.78,0.4,5
1.7,1.79,1
2.5,2.59,1
2.0,1.92,1
7.48,8.38,2
10.0,16.46,1
13.18,16.48,1
4.7,3.58,1
3.09,0.83,1
1.24,0.38,1
1.96,0.84,1
2.76,1.25,1
2.56,1.17,1
1.56,0.41,1
1.66,0.48,1
2.66,1.67,1
2.65,1.8,1
4.56,5.63,1
2.95,1.28,1
3.76,2.34,1
1.0,0.93,1
2.86,1.13,1
3.16,3.03,1
2.26,1.39,1
2.76,2.25,2
2.05,0.7,1
1.86,0.74,1
1.2,1.27,1
2.26,1.14,1
2.46,1.36,1
2.56,1.49,1
2.25,1.3,1
3.65,2.3,1
2.37,2.45,2
3.32,1.74,1
3.86,2.91,1
2.26,1.49,5
1.0,2.69,5
2.0,3.6,2
2.0,2.82,1
2.36,1.38,1
2.76,1.66,1
10.76,16.22,1
0.46,2.18,2
3.0,2.58,2
0.54,1.1,2
2.66,1.33,2
3.0,2.62,1
1.76,0.32,1
2.58,1.5,1
2.36,3.01,1
2.45,1.6,3
2.16,1.08,2
3.56,2.33,3
2.26,2.66,5
1.86,0.67,6
2.06,1.06,6
2.66,1.98,6
2.06,0.52,6
1.3,0.7,1
3.65,1.9,1
1.0,0.7,4
2.35,1.1,1
10.48,13.19,1
2.46,1.33,5
1.0,2.52,4
5.0,8.6,2
1.85,0.6,1
12.65,3.8,1
17.9,14.6,0
2.65,0.8,2
3.5,1.0,1
1.56,0.96,1
1.5,3.0,1
3.7,1.98,2
2.34,0.3,1
2.45,1.4,1
4.75,5.0,1
0.93,0.61,2
1.62,0.64,2
3.06,0.98,3
1.0,1.84,1
5.06,5.82,1
1.55,0.3,1
2.8,1.2,1
2.5,1.8,4
1.5,2.5,1
2.0,1.6,1
2.0,0.49,1
2.26,1.52,1
2.66,1.3,1
3.15,1.7,1
3.16,2.17,2
3.16,2.14,2
3.16,2.24,2
1.47,0.73,2
2.46,1.53,2
2.36,1.14,2
1.0,1.66,2
13.18,17.75,1
3.26,2.09,1
2.16,1.17,1
5.05,3.0,2
1.86,0.7,1
12.0,18.37,1
11.95,17.5,2
3.85,3.0,2
3.7,4.1,1
1.95,0.8,1
11.06,13.7,6
2.86,2.09,1
1.56,0.39,1
3.46,1.79,1
0.88,1.47,1
6.0,8.3,0
2.0,0.9,1
9.2,5.4,1
2.46,1.3,1
3.8,4.5,1
1.85,0.7,1
1.86,0.94,1
1.5,2.6,1
2.0,4.7,1
18.61,16.04,6
13.15,21.5,1
2.45,1.1,0
2.65,1.3,0
2.0,3.6,2
1.0,0.6,1
2.85,1.2,0
1.86,0.8,1
2.75,1.6,1
1.0,0.7,1
1.75,0.8,1
2.25,1.5,1
1.0,0.6,1
3.75,3.3,1
3.8,2.4,2
2.25,0.9,1
2.65,1.1,1
2.26,1.17,1
6.75,8.1,1
0.69,1.1,1
9.89,16.94,1
2.25,1.3,2
2.45,0.8,1
2.65,1.3,1
6.65,6.0,0
9.78,9.02,2
1.0,0.45,1
1.96,0.7,1
3.54,0.74,1
2.0,0.9,1
1.0,1.3,2
2.35,1.3,1
2.35,1.1,1
2.36,1.59,2
2.32,0.7,1
3.16,2.49,2
13.18,16.89,3
4.89,1.41,2
2.55,1.4,1
1.0,1.29,1
2.76,1.55,1
2.16,1.01,2
5.2,1.84,1
9.0,15.45,2
4.46,3.37,2
8.78,9.85,1
2.65,0.7,1
3.0,1.0,1
1.38,1.3,2
3.26,2.28,2
1.0,0.5,1
1.0,0.6,2
13.18,16.99,2
10.56,18.05,1
1.85,0.7,1
3.55,1.5,2
1.76,0.55,1
2.26,1.14,1
6.0,13.4,1
13.18,16.78,1
2.46,1.47,1
3.06,2.0,1
3.95,2.26,1
2.2,2.33,1
3.85,4.4,1
1.4,0.9,1
2.0,1.2,1
1.0,1.1,1
2.06,1.22,1
2.95,1.39,1
1.0,0.92,1
2.16,0.81,1
3.06,2.25,1
2.3,1.3,1
1.77,1.4,1
15.0,10.17,1
1.5,1.74,1
13.15,17.9,2
2.7,0.89,5
2.0,0.85,5
4.76,5.7,4
3.0,3.4,0
1.5,0.8,0
2.16,0.9,2
4.7,3.6,2
2.5,2.8,2
5.0,14.79,1
1.66,0.52,1
1.66,0.68,4
2.26,1.1,3
4.32,1.77,3
3.0,2.2,1
2.0,3.5,1
2.9,0.8,1
2.7,1.11,3
2.96,1.9,4
2.56,1.43,1
2.16,1.1,1
11.66,18.72,1
0.69,2.0,2
1.0,1.6,1
2.36,1.2,1
2.66,1.66,1
2.58,0.87,1
3.0,1.94,1
13.18,16.61,1
9.18,11.24,2
2.55,1.8,1
1.0,2.63,1
2.7,1.08,1
2.06,0.98,1
2.16,1.05,2
2.13,3.27,2
2.96,2.77,1
2.26,1.55,1
3.58,1.69,1
1.03,0.61,1
1.96,1.17,1
1.76,0.52,1
7.98,7.1,1
14.85,12.3,1
2.86,1.73,1
2.82,0.89,1
2.86,1.16,1
2.56,0.83,1
10.9,10.7,1
2.0,3.47,1
3.35,2.2,1
2.95,2.3,1
10.28,12.36,1
2.36,1.49,1
2.0,2.29,1
3.65,1.2,1
4.05,2.4,1
3.35,4.7,3
2.45,1.2,1
2.45,1.2,1
3.75,3.1,1
2.45,1.3,1
2.36,1.1,1
2.96,1.92,2
2.16,1.24,2
1.08,1.09,1
4.36,3.56,1
6.16,7.64,2
3.0,1.47,2
9.86,10.78,5
3.2,1.6,0
9.78,9.01,1
4.55,3.4,1
10.16,13.01,1
9.89,19.4,3
8.58,7.58,1
12.08,12.65,2
1.0,0.78,5
1.5,0.83,2
2.06,0.82,6
2.06,0.92,1
1.0,2.32,1
1.0,1.0,0
7.05,9.5,4
4.58,1.56,1
2.2,0.6,2
2.75,1.4,1
4.08,1.86,2
2.0,1.02,2
1.0,1.0,1
1.7,1.6,1
3.05,1.3,2
3.46,2.51,1
2.46,1.34,1
2.7,1.13,4
2.0,1.72,3
1.28,1.23,4
1.0,0.76,2
6.46,6.82,3
5.0,18.49,2
12.68,6.39,3
3.08,2.1,2
3.55,2.6,1
2.55,1.5,1
2.36,1.3,4
1.7,0.6,1
1.5,0.7,1
5.55,3.5,1
2.36,1.58,2
2.46,1.35,3
4.76,4.25,2
1.0,2.3,1
10.0,18.0,1
1.55,0.6,1
2.5,1.39,1
2.36,1.07,3
2.0,2.45,1
2.36,1.21,1
2.06,0.7,1
2.15,1.0,1
3.05,1.3,1
1.4,0.76,1
3.96,2.95,1
10.38,9.09,1
1.77,8.4,1
2.46,1.8,1
3.25,2.3,1
1.96,0.58,1
1.66,0.44,1
4.05,2.0,1
9.89,18.52,1
2.46,1.14,1
2.58,0.91,1
5.8,4.6,1
2.66,1.01,1
2.08,0.55,1
1.96,0.58,6
2.66,1.37,4
2.16,0.65,6
2.26,1.06,6
2.66,2.01,1
2.06,0.95,2
1.76,0.43,1
6.33,3.48,1
1.0,0.54,1
12.0,19.01,1
1.85,0.8,1
3.3,1.6,1
2.46,1.58,2
2.36,1.08,1
1.96,1.0,1
1.76,0.66,1
2.16,0.74,2
3.2,1.32,2
1.86,0.71,2
1.76,0.95,2
1.86,0.76,2
1.0,0.9,1
1.95,0.9,1
1.15,0.6,1
9.5,7.4,1
5.35,3.9,2
5.46,6.3,1
2.75,1.5,1
2.05,1.1,2
2.65,1.3,1
2.0,5.8,2
2.0,1.14,1
3.09,0.86,1
1.96,1.21,1
0.98,1.0,2
4.35,3.9,2
2.7,0.93,1
1.62,1.09,5
2.36,1.15,5
1.86,0.71,5
4.36,3.66,1
2.86,1.99,1
5.0,2.3,0
3.75,3.5,0
1.14,2.16,3
1.08,1.07,2
2.45,1.5,1
2.25,0.8,1
2.0,1.6,1
2.75,1.0,2
2.76,1.5,1
2.64,0.52,1
5.66,5.65,1
3.56,2.69,2
3.76,3.21,2
2.06,0.56,1
2.94,0.94,1
4.86,3.85,1
1.11,0.22,1
2.0,1.71,1
1.0,0.5,1
3.56,2.83,3
3.06,2.69,2
7.75,7.3,1
4.55,4.4,1
3.2,5.65,1
1.66,0.44,1
1.86,0.7,1
2.49,0.48,1
8.08,7.8,1
8.88,9.2,1
5.15,2.2,1
3.2,1.3,1
2.0,0.5,1
2.25,1.8,1
1.86,0.81,3
1.96,0.85,1
1.95,0.8,1
2.25,0.9,1
2.15,0.8,1
1.65,0.3,1
12.68,19.21,1
2.66,1.54,1
2.26,0.85,1
4.36,3.86,1
3.25,2.1,2
1.0,1.25,1
3.0,1.79,1
2.0,2.7,1
3.0,1.8,1
2.0,1.4,1
1.77,1.28,1
3.0,2.1,1
2.46,1.82,1
2.95,1.7,2
2.95,1.9,1
5.06,3.22,2
1.7,1.0,3
1.0,0.6,2
2.45,1.2,1
2.35,1.1,1
13.15,4.5,1
4.25,2.0,1
1.65,0.5,1
1.0,0.67,1
4.64,3.79,1
1.0,0.34,1
2.16,1.16,1
2.95,1.25,1
2.36,1.67,1
8.85,9.4,2
1.46,0.29,5
2.36,1.4,1
1.0,2.66,1
1.96,1.04,1
1.8,1.2,1
2.96,1.3,1
2.3,1.8,0
13.15,18.1,1
3.76,2.3,1
1.0,1.72,1
1.0,1.1,1
1.73,1.47,2
1.75,0.5,1
1.75,0.7,1
2.3,1.4,1
2.45,1.0,1
1.0,1.47,1
5.49,2.31,1
1.76,0.65,2
4.0,8.44,2
4.45,2.67,1
4.29,0.95,1
2.0,1.64,6
3.26,1.29,6
10.0,16.7,1
7.55,8.8,1
2.37,2.15,1
2.0,2.9,1
3.26,3.16,1
2.25,0.7,1
2.65,1.7,3
1.95,0.8,1
1.85,0.7,3
2.15,1.0,2
1.0,0.9,1
1.3,1.2,1
2.65,1.4,1
2.0,2.25,1
7.18,8.23,1
4.56,4.26,1
3.46,2.81,1
1.76,0.68,1
2.46,1.4,1
4.4,1.9,1
1.96,0.73,2
1.2,0.65,2
3.24,0.75,3
2.52,2.96,2
11.95,17.0,2
1.77,1.2,1
2.45,0.8,1
1.0,0.65,2
2.06,0.72,3
2.16,1.18,1
3.7,2.35,1
2.66,1.12,2
2.95,1.1,1
2.95,1.9,1
2.0,4.9,1
14.95,15.5,1
4.08,2.2,1
7.76,10.79,1
1.03,0.94,1
1.03,0.87,1
2.36,0.91,1
1.0,0.5,1
0.5,0.3,1
2.66,1.6,6
1.0,1.64,1
1.7,0.62,1
2.75,1.5,1
2.46,1.32,1
1.0,1.01,1
1.2,2.67,1
2.0,0.73,2
2.06,0.67,2
2.36,1.22,2
1.11,0.42,2
2.96,2.04,2
2.26,1.1,1
2.96,1.73,2
1.2,1.32,1
1.76,0.67,1
2.56,1.19,1
1.66,0.6,1
1.96,1.12,1
2.9,0.5,1
3.0,4.1,3
4.2,2.31,3
1.76,0.44,1
2.66,2.01,1
10.86,14.06,1
2.55,1.6,2
1.96,0.7,1
1.55,0.2,1
2.76,1.91,3
3.2,1.41,3
3.76,2.99,1
2.06,0.79,2
2.56,1.72,1
1.96,0.87,1
3.46,2.61,1
1.96,1.55,1
6.0,18.52,1
8.75,8.7,1
2.0,3.3,1
3.0,1.9,1
4.46,3.95,1
2.26,0.84,1
4.0,0.6,1
2.26,1.49,1
1.85,0.6,1
1.85,0.6,3
8.85,10.9,2
16.48,17.64,1
3.36,2.54,1
4.06,3.54,1
2.45,1.3,1
13.15,19.0,2
1.62,0.86,1
4.96,3.01,1
5.0,9.4,1
1.55,0.5,1
13.18,20.56,2
2.22,0.82,6
3.55,1.6,1
1.75,0.8,1
1.45,0.4,2
1.75,0.6,1
2.15,1.0,3
10.55,6.4,1
3.08,1.55,1
2.25,0.7,1
2.06,0.8,1
1.85,1.3,1
2.76,1.36,6
3.26,2.1,6
1.0,1.07,6
3.15,1.8,1
1.0,0.8,1
1.85,0.7,2
4.76,4.4,1
7.2,6.26,2
4.06,2.83,1
2.25,2.9,1
1.0,0.69,1
1.2,2.18,1
3.16,2.39,1
2.15,1.3,1
1.96,0.72,1
1.0,1.77,1
1.56,0.25,1
2.96,1.89,1
2.86,1.56,1
2.26,0.73,1
3.82,1.58,2
2.06,0.97,2
5.0,1.88,1
1.0,3.31,1
1.96,0.72,1
1.0,2.2,1
1.76,0.53,2
5.82,4.11,3
1.0,3.4,1
2.26,1.3,2
1.03,0.88,2
13.15,19.7,1
1.0,0.97,1
3.0,2.4,1
4.46,3.72,1
1.0,0.8,1
1.54,1.5,1
8.85,7.9,1
3.35,1.4,1
3.25,2.9,1
1.17,0.43,1
1.66,0.58,1
2.75,2.18,1
2.15,1.0,1
3.45,1.8,2
7.0,9.08,1
1.94,1.24,1
2.26,0.66,1
2.95,1.7,1
1.85,0.8,1
11.45,8.5,2
1.66,0.56,1
2.95,0.98,1
2.0,9.3,1
4.55,3.4,1
2.26,1.0,1
2.65,2.3,1
2.0,0.99,1
2.86,1.96,1
11.96,18.04,1
4.86,3.82,5
3.86,3.66,5
2.66,2.54,1
3.8,4.64,2
3.06,1.67,2
1.0,0.66,1
1.92,1.23,1
1.32,0.6,2
2.65,1.4,1
1.2,0.6,2
2.38,1.0,0
1.0,0.8,0
2.76,1.73,1
1.0,1.2,1
1.55,0.4,0
1.7,0.86,1
3.56,2.3,1
1.2,0.9,1
2.85,1.7,1
3.46,2.77,3
0.98,0.79,3
3.16,1.78,3
1.86,0.66,4
1.5,1.3,2
8.88,8.57,1
2.06,0.7,1
13.18,18.37,1
1.86,0.78,2
2.16,1.13,2
3.46,2.45,1
2.56,1.56,1
2.06,0.93,1
1.76,0.6,1
2.76,1.55,1
6.26,7.95,6
3.66,1.61,2
13.18,15.28,2
1.0,7.52,2
5.0,0.93,1
1.76,0.61,1
4.06,1.96,1
1.76,0.61,1
2.9,3.0,2
1.0,4.85,1
4.46,3.11,1
2.06,0.89,2
4.76,5.69,2
1.25,1.92,2
1.24,0.46,2
2.76,1.46,1
1.68,2.55,1
3.36,1.92,1
5.45,4.25,5
2.97,3.9,1
1.5,2.5,1
1.0,0.68,1
1.0,1.08,1
1.5,3.15,1
1.0,1.03,1
2.73,4.27,1
16.48,21.59,1
1.96,0.6,1
1.5,1.84,1
1.0,2.2,1
4.05,3.8,1
4.95,4.8,3
2.43,2.04,2
1.0,0.66,2
2.76,1.75,3
1.25,0.95,6
1.96,0.63,1
2.0,2.03,1
1.0,0.6,1
1.0,1.4,1
3.26,2.12,1
1.86,0.5,1
2.86,3.62,1
3.46,3.06,1
1.7,1.67,1
1.0,0.3,1
10.6,12.0,1
2.26,0.9,1
0.11,18.8,0
2.86,1.61,1
3.46,2.16,1
13.15,18.8,1
16.48,17.62,1
1.06,0.46,1
3.95,2.19,2
4.45,4.1,1
1.0,4.2,1
1.0,1.6,1
1.85,0.4,2
2.86,1.9,1
2.05,0.9,1
3.0,2.3,1
2.35,1.1,1
3.65,2.9,2
2.0,1.6,0
2.85,2.0,0
2.0,2.8,1
7.62,16.16,1
2.16,1.47,1
2.45,1.6,1
1.0,0.6,1
1.0,0.6,1
1.95,1.0,3
2.66,1.38,1
2.06,0.7,1
1.55,0.5,1
2.55,1.0,3
2.56,1.1,1
1.55,0.7,1
2.15,1.6,1
1.0,1.2,2
2.36,1.43,1
4.16,3.35,1
2.0,1.67,1
1.95,0.8,1
5.0,8.9,1
7.56,7.4,1
2.56,1.33,4
2.26,0.67,1
2.55,1.4,1
4.56,2.85,1
10.0,9.4,1
10.78,15.02,2
3.54,1.16,5
1.96,0.83,5
7.68,8.55,5
7.78,7.09,1
1.2,1.5,1
1.28,1.59,1
7.82,10.31,2
1.0,1.66,5
2.36,1.37,5
1.24,0.51,3
1.32,0.54,2
3.56,1.34,1
2.06,1.06,1
1.7,1.08,1
3.26,3.5,1
2.36,1.1,1
13.8,1.9,1
1.38,1.4,1
1.66,0.33,3
1.0,1.36,1
1.15,1.63,6
2.45,1.4,1
1.28,1.5,1
13.18,18.42,1
1.76,0.7,5
3.45,1.64,5
2.74,2.81,5
1.7,0.5,1
2.75,0.9,1
5.0,10.29,1
6.56,8.88,1
3.65,1.1,1
1.86,0.72,3
11.23,9.87,3
3.36,2.45,2
2.36,1.36,2
1.96,1.03,2
2.65,1.6,2
3.32,1.68,1
5.32,4.52,1
2.35,1.6,1
5.2,4.79,1
13.5,13.78,1
4.29,1.31,1
1.96,0.6,1
2.08,0.48,1
2.0,2.59,1
3.36,2.85,1
2.7,1.26,1
1.5,1.75,1
1.0,0.88,1
1.26,0.5,1
1.25,1.25,1
2.14,1.81,1
2.76,1.0,1
1.56,0.2,1
2.36,1.27,5
1.66,0.59,5
2.0,3.15,5
16.48,12.71,4
1.0,0.78,2
2.16,0.94,1
1.96,0.81,2
3.96,3.27,2
2.16,0.9,2
1.96,1.22,1
1.96,1.07,6
2.79,0.9,1
7.68,9.2,2
2.26,1.0,2
2.7,2.1,1
2.16,0.99,2
10.0,17.52,2
1.0,0.47,1
2.96,1.21,1
3.66,2.63,1
1.77,1.3,2
3.45,1.9,1
1.76,0.56,1
5.16,4.85,1
3.96,2.59,1
3.95,1.3,6
2.0,1.75,6
15.0,16.9,1
2.16,0.85,5
1.95,0.6,1
6.33,3.3,1
2.0,1.1,2
2.26,1.07,5
2.86,1.53,5
3.85,2.6,1
3.25,2.4,1
3.7,1.4,3
2.0,1.6,1
1.7,0.9,1
2.55,1.3,1
2.25,1.1,1
2.0,1.2,1
5.0,2.2,1
4.15,2.7,1
11.95,17.9,2
8.98,10.36,2
3.26,3.0,1
1.0,1.48,1
1.18,1.41,1
2.76,1.79,1
1.76,0.52,1
1.96,1.11,3
1.0,2.03,2
2.7,0.9,1
1.76,0.52,1
1.86,0.72,1
2.35,1.2,1
2.45,1.1,1
3.35,4.5,1
1.55,1.1,0
1.55,0.4,0
2.7,2.3,0
2.26,1.26,1
2.0,1.8,1
1.2,1.15,1
1.0,0.5,1
2.0,0.86,2
7.4,11.62,2
2.95,1.5,1
1.0,0.7,1
2.06,1.04,1
3.56,2.0,1
2.26,1.39,1
1.0,0.97,1
5.08,2.29,1
2.85,2.2,1
2.7,0.99,1
1.0,2.83,1
2.0,2.93,3
1.0,0.63,3
2.26,1.08,2
1.96,0.93,1
2.06,1.0,1
1.56,0.44,1
12.0,2.14,1
1.76,0.63,1
1.78,2.82,1
0.7,2.1,1
3.35,1.9,1
13.18,6.68,1
2.26,0.96,1
2.45,1.2,1
6.25,4.1,1
2.0,1.67,2
1.96,0.56,1
3.26,1.81,1
5.26,5.59,1
1.76,0.65,1
9.48,10.44,2
1.25,0.8,1
3.45,1.6,1
15.0,18.4,1
1.96,0.55,2
1.0,0.62,2
2.06,1.13,2
3.06,1.4,2
4.46,4.59,1
2.26,1.3,3
3.06,3.08,2
2.76,1.74,3
2.76,1.88,1
7.0,0.87,1
1.0,1.31,1
2.76,1.83,1
7.7,7.03,1
2.46,1.42,1
1.66,0.35,1
2.36,1.23,1
1.96,0.81,1
2.76,0.8,1
1.0,1.61,1
2.95,1.9,0
1.77,1.0,0
1.0,1.7,0
2.37,2.0,1
3.65,2.7,1
1.5,1.03,6
3.32,1.41,6
1.5,1.11,6
2.36,1.55,6
2.0,1.54,1
3.0,0.69,1
2.0,0.8,2
1.0,1.9,1
3.39,1.15,1
1.66,0.72,1
1.53,1.94,1
2.96,1.7,2
3.74,4.61,2
1.55,0.2,1
1.0,1.4,1
1.76,0.49,2
4.85,4.6,1
1.96,0.62,2
1.85,0.9,1
2.0,2.0,1
2.6,3.4,0
2.2,1.3,1
2.06,0.96,1
2.0,1.6,1
7.95,9.8,1
3.0,1.3,1
6.2,3.4,0
4.15,3.8,0
1.86,0.56,1
2.86,1.29,1
1.56,0.59,2
2.15,1.2,1
1.96,0.8,1
1.0,6.5,1
1.0,1.9,1
3.82,2.31,1
3.26,1.85,1
1.23,1.4,1
2.15,0.9,2
2.46,1.07,2
2.46,1.18,1
2.06,1.08,1
2.36,1.4,1
1.96,0.89,1
2.36,1.11,1
9.0,8.6,3
2.76,1.75,1
5.66,3.32,1
1.47,0.6,2
2.16,0.93,2
2.76,1.76,2
3.06,1.98,3
4.74,3.36,3
2.36,1.52,4
1.86,0.77,2
13.18,19.17,2
5.78,5.39,1
7.35,9.2,1
14.95,17.47,1
1.0,0.85,1
4.0,2.4,1
2.46,1.34,1
2.36,1.39,1
